Total de Puntillas: 200
Total de Hilos: 2000

Las puntillas están numeradas del 1 al 200.
El final de un hilo es el punto de inicio para el siguiente hilo.
--------------------------------------------------

Paso 1: Conectar Puntilla 1 con Puntilla 68
Paso 2: Desde Puntilla 68, conectar con Puntilla 200
Paso 252: Desde Puntilla 12, conectar con Puntilla 160
Paso 253: Desde Puntilla 160, conectar con Puntilla 13
Paso 254: Desde Puntilla 13, conectar con Puntilla 161
Paso 255: Desde Puntilla 161, conectar con Puntilla 14
Paso 256: Desde Puntilla 14, conectar con Puntilla 163
Paso 257: Desde Puntilla 163, conectar con Puntilla 16
Paso 258: Desde Puntilla 16, conectar con Puntilla 164
Paso 259: Desde Puntilla 164, conectar con Puntilla 17
Paso 260: Desde Puntilla 17, conectar con Puntilla 165
Paso 261: Desde Puntilla 165, conectar con Puntilla 19
Paso 262: Desde Puntilla 19, conectar con Puntilla 166
Paso 263: Desde Puntilla 166, conectar con Puntilla 20
Paso 264: Desde Puntilla 20, conectar con Puntilla 167
Paso 265: Desde Puntilla 167, conectar con Puntilla 21
Paso 266: Desde Puntilla 21, conectar con Puntilla 168
Paso 267: Desde Puntilla 168, conectar con Puntilla 23
Paso 268: Desde Puntilla 23, conectar con Puntilla 169
Paso 269: Desde Puntilla 169, conectar con Puntilla 24
Paso 270: Desde Puntilla 24, conectar con Puntilla 170
Paso 271: Desde Puntilla 170, conectar con Puntilla 25
Paso 272: Desde Puntilla 25, conectar con Puntilla 171
Paso 273: Desde Puntilla 171, conectar con Puntilla 27
Paso 274: Desde Puntilla 27, conectar con Puntilla 172
Paso 275: Desde Puntilla 172, conectar con Puntilla 28
Paso 276: Desde Puntilla 28, conectar con Puntilla 173
Paso 277: Desde Puntilla 173, conectar con Puntilla 30
Paso 278: Desde Puntilla 30, conectar con Puntilla 174
Paso 279: Desde Puntilla 174, conectar con Puntilla 96
Paso 280: Desde Puntilla 96, conectar con Puntilla 148
Paso 281: Desde Puntilla 148, conectar con Puntilla 98
Paso 282: Desde Puntilla 98, conectar con Puntilla 149
Paso 283: Desde Puntilla 149, conectar con Puntilla 99
Paso 284: Desde Puntilla 99, conectar con Puntilla 151
Paso 285: Desde Puntilla 151, conectar con Puntilla 100
Paso 286: Desde Puntilla 100, conectar con Puntilla 175
Paso 287: Desde Puntilla 175, conectar con Puntilla 99
Paso 288: Desde Puntilla 99, conectar con Puntilla 174
Paso 289: Desde Puntilla 174, conectar con Puntilla 98
Paso 290: Desde Puntilla 98, conectar con Puntilla 150
Paso 291: Desde Puntilla 150, conectar con Puntilla 100
Paso 292: Desde Puntilla 100, conectar con Puntilla 176
Paso 293: Desde Puntilla 176, conectar con Puntilla 101
Paso 294: Desde Puntilla 101, conectar con Puntilla 35
Paso 295: Desde Puntilla 35, conectar con Puntilla 103
Paso 296: Desde Puntilla 103, conectar con Puntilla 38
Paso 297: Desde Puntilla 38, conectar con Puntilla 105
Paso 298: Desde Puntilla 105, conectar con Puntilla 37
Paso 299: Desde Puntilla 37, conectar con Puntilla 107
Paso 300: Desde Puntilla 107, conectar con Puntilla 40
Paso 301: Desde Puntilla 40, conectar con Puntilla 110
Paso 302: Desde Puntilla 110, conectar con Puntilla 180
Paso 303: Desde Puntilla 180, conectar con Puntilla 115
Paso 304: Desde Puntilla 115, conectar con Puntilla 49
Paso 305: Desde Puntilla 49, conectar con Puntilla 114
Paso 306: Desde Puntilla 114, conectar con Puntilla 181
Paso 307: Desde Puntilla 181, conectar con Puntilla 43
Paso 308: Desde Puntilla 43, conectar con Puntilla 113
Paso 309: Desde Puntilla 113, conectar con Puntilla 46
Paso 310: Desde Puntilla 46, conectar con Puntilla 112
Paso 311: Desde Puntilla 112, conectar con Puntilla 42
Paso 312: Desde Puntilla 42, conectar con Puntilla 111
Paso 313: Desde Puntilla 111, conectar con Puntilla 45
Paso 314: Desde Puntilla 45, conectar con Puntilla 113
Paso 315: Desde Puntilla 113, conectar con Puntilla 47
Paso 316: Desde Puntilla 47, conectar con Puntilla 183
Paso 317: Desde Puntilla 183, conectar con Puntilla 46
Paso 318: Desde Puntilla 46, conectar con Puntilla 111
Paso 319: Desde Puntilla 111, conectar con Puntilla 41
Paso 320: Desde Puntilla 41, conectar con Puntilla 108
Paso 321: Desde Puntilla 108, conectar con Puntilla 40
Paso 322: Desde Puntilla 40, conectar con Puntilla 179
Paso 323: Desde Puntilla 179, conectar con Puntilla 115
Paso 324: Desde Puntilla 115, conectar con Puntilla 185
Paso 325: Desde Puntilla 185, conectar con Puntilla 120
Paso 326: Desde Puntilla 120, conectar con Puntilla 187
Paso 327: Desde Puntilla 187, conectar con Puntilla 54
Paso 328: Desde Puntilla 54, conectar con Puntilla 188
Paso 329: Desde Puntilla 188, conectar con Puntilla 122
Paso 330: Desde Puntilla 122, conectar con Puntilla 187
Paso 331: Desde Puntilla 187, conectar con Puntilla 53
Paso 332: Desde Puntilla 53, conectar con Puntilla 188
Paso 333: Desde Puntilla 188, conectar con Puntilla 59
Paso 334: Desde Puntilla 59, conectar con Puntilla 193
Paso 335: Desde Puntilla 193, conectar con Puntilla 62
Paso 336: Desde Puntilla 62, conectar con Puntilla 192
Paso 337: Desde Puntilla 192, conectar con Puntilla 58
Paso 338: Desde Puntilla 58, conectar con Puntilla 120
Paso 339: Desde Puntilla 120, conectar con Puntilla 189
Paso 340: Desde Puntilla 189, conectar con Puntilla 55
Paso 341: Desde Puntilla 55, conectar con Puntilla 117
Paso 342: Desde Puntilla 117, conectar con Puntilla 186
Paso 343: Desde Puntilla 186, conectar con Puntilla 118
Paso 344: Desde Puntilla 118, conectar con Puntilla 180
Paso 345: Desde Puntilla 180, conectar con Puntilla 113
Paso 346: Desde Puntilla 113, conectar con Puntilla 181
Paso 347: Desde Puntilla 181, conectar con Puntilla 117
Paso 348: Desde Puntilla 117, conectar con Puntilla 53
Paso 349: Desde Puntilla 53, conectar con Puntilla 116
Paso 350: Desde Puntilla 116, conectar con Puntilla 185
Paso 351: Desde Puntilla 185, conectar con Puntilla 121
Paso 352: Desde Puntilla 121, conectar con Puntilla 189
Paso 353: Desde Puntilla 189, conectar con Puntilla 60
Paso 354: Desde Puntilla 60, conectar con Puntilla 193
Paso 355: Desde Puntilla 193, conectar con Puntilla 122
Paso 356: Desde Puntilla 122, conectar con Puntilla 62
Paso 357: Desde Puntilla 62, conectar con Puntilla 194
Paso 358: Desde Puntilla 194, conectar con Puntilla 60
Paso 359: Desde Puntilla 60, conectar con Puntilla 191
Paso 360: Desde Puntilla 191, conectar con Puntilla 59
Paso 361: Desde Puntilla 59, conectar con Puntilla 190
Paso 362: Desde Puntilla 190, conectar con Puntilla 57
Paso 363: Desde Puntilla 57, conectar con Puntilla 191
Paso 364: Desde Puntilla 191, conectar con Puntilla 62
Paso 365: Desde Puntilla 62, conectar con Puntilla 195
Paso 366: Desde Puntilla 195, conectar con Puntilla 61
Paso 367: Desde Puntilla 61, conectar con Puntilla 190
Paso 368: Desde Puntilla 190, conectar con Puntilla 56
Paso 369: Desde Puntilla 56, conectar con Puntilla 118
Paso 370: Desde Puntilla 118, conectar con Puntilla 182
Paso 371: Desde Puntilla 182, conectar con Puntilla 113
Paso 372: Desde Puntilla 113, conectar con Puntilla 179
Paso 373: Desde Puntilla 179, conectar con Puntilla 108
Paso 374: Desde Puntilla 108, conectar con Puntilla 164
Paso 375: Desde Puntilla 164, conectar con Puntilla 14
Paso 376: Desde Puntilla 14, conectar con Puntilla 162
Paso 377: Desde Puntilla 162, conectar con Puntilla 107
Paso 378: Desde Puntilla 107, conectar con Puntilla 42
Paso 379: Desde Puntilla 42, conectar con Puntilla 106
Paso 380: Desde Puntilla 106, conectar con Puntilla 161
Paso 381: Desde Puntilla 161, conectar con Puntilla 107
Paso 382: Desde Puntilla 107, conectar con Puntilla 177
Paso 383: Desde Puntilla 177, conectar con Puntilla 103
Paso 384: Desde Puntilla 103, conectar con Puntilla 156
Paso 385: Desde Puntilla 156, conectar con Puntilla 9
Paso 386: Desde Puntilla 9, conectar con Puntilla 129
Paso 387: Desde Puntilla 129, conectar con Puntilla 74
Paso 388: Desde Puntilla 74, conectar con Puntilla 128
Paso 389: Desde Puntilla 128, conectar con Puntilla 72
Paso 390: Desde Puntilla 72, conectar con Puntilla 127
Paso 391: Desde Puntilla 127, conectar con Puntilla 73
Paso 392: Desde Puntilla 73, conectar con Puntilla 128
Paso 393: Desde Puntilla 128, conectar con Puntilla 75
Paso 394: Desde Puntilla 75, conectar con Puntilla 130
Paso 395: Desde Puntilla 130, conectar con Puntilla 76
Paso 396: Desde Puntilla 76, conectar con Puntilla 131
Paso 397: Desde Puntilla 131, conectar con Puntilla 77
Paso 398: Desde Puntilla 77, conectar con Puntilla 130
Paso 399: Desde Puntilla 130, conectar con Puntilla 78
Paso 400: Desde Puntilla 78, conectar con Puntilla 132
Paso 401: Desde Puntilla 132, conectar con Puntilla 79
Paso 402: Desde Puntilla 79, conectar con Puntilla 133
Paso 403: Desde Puntilla 133, conectar con Puntilla 80
Paso 404: Desde Puntilla 80, conectar con Puntilla 132
Paso 405: Desde Puntilla 132, conectar con Puntilla 81
Paso 406: Desde Puntilla 81, conectar con Puntilla 134
Paso 407: Desde Puntilla 134, conectar con Puntilla 82
Paso 408: Desde Puntilla 82, conectar con Puntilla 135
Paso 409: Desde Puntilla 135, conectar con Puntilla 83
Paso 410: Desde Puntilla 83, conectar con Puntilla 134
Paso 411: Desde Puntilla 134, conectar con Puntilla 192
Paso 412: Desde Puntilla 192, conectar con Puntilla 63
Paso 413: Desde Puntilla 63, conectar con Puntilla 195
Paso 414: Desde Puntilla 195, conectar con Puntilla 64
Paso 415: Desde Puntilla 64, conectar con Puntilla 196
Paso 416: Desde Puntilla 196, conectar con Puntilla 62
Paso 417: Desde Puntilla 62, conectar con Puntilla 197
Paso 418: Desde Puntilla 197, conectar con Puntilla 125
Paso 419: Desde Puntilla 125, conectar con Puntilla 196
Paso 420: Desde Puntilla 196, conectar con Puntilla 123
Paso 421: Desde Puntilla 123, conectar con Puntilla 187
Paso 422: Desde Puntilla 187, conectar con Puntilla 117
Paso 423: Desde Puntilla 117, conectar con Puntilla 184
Paso 424: Desde Puntilla 184, conectar con Puntilla 122
Paso 425: Desde Puntilla 122, conectar con Puntilla 189
Paso 426: Desde Puntilla 189, conectar con Puntilla 123
Paso 427: Desde Puntilla 123, conectar con Puntilla 194
Paso 428: Desde Puntilla 194, conectar con Puntilla 137
Paso 429: Desde Puntilla 137, conectar con Puntilla 85
Paso 430: Desde Puntilla 85, conectar con Puntilla 136
Paso 431: Desde Puntilla 136, conectar con Puntilla 84
Paso 432: Desde Puntilla 84, conectar con Puntilla 134
Paso 433: Desde Puntilla 134, conectar con Puntilla 85
Paso 434: Desde Puntilla 85, conectar con Puntilla 135
Paso 435: Desde Puntilla 135, conectar con Puntilla 193
Paso 436: Desde Puntilla 193, conectar con Puntilla 64
Paso 437: Desde Puntilla 64, conectar con Puntilla 123
Paso 438: Desde Puntilla 123, conectar con Puntilla 188
Paso 439: Desde Puntilla 188, conectar con Puntilla 57
Paso 440: Desde Puntilla 57, conectar con Puntilla 189
Paso 441: Desde Puntilla 189, conectar con Puntilla 119
Paso 442: Desde Puntilla 119, conectar con Puntilla 56
Paso 443: Desde Puntilla 56, conectar con Puntilla 191
Paso 444: Desde Puntilla 191, conectar con Puntilla 61
Paso 445: Desde Puntilla 61, conectar con Puntilla 192
Paso 446: Desde Puntilla 192, conectar con Puntilla 122
Paso 447: Desde Puntilla 122, conectar con Puntilla 186
Paso 448: Desde Puntilla 186, conectar con Puntilla 51
Paso 449: Desde Puntilla 51, conectar con Puntilla 185
Paso 450: Desde Puntilla 185, conectar con Puntilla 49
Paso 451: Desde Puntilla 49, conectar con Puntilla 184
Paso 452: Desde Puntilla 184, conectar con Puntilla 120
Paso 453: Desde Puntilla 120, conectar con Puntilla 59
Paso 454: Desde Puntilla 59, conectar con Puntilla 119
Paso 455: Desde Puntilla 119, conectar con Puntilla 191
Paso 456: Desde Puntilla 191, conectar con Puntilla 122
Paso 457: Desde Puntilla 122, conectar con Puntilla 190
Paso 458: Desde Puntilla 190, conectar con Puntilla 58
Paso 459: Desde Puntilla 58, conectar con Puntilla 188
Paso 460: Desde Puntilla 188, conectar con Puntilla 117
Paso 461: Desde Puntilla 117, conectar con Puntilla 54
Paso 462: Desde Puntilla 54, conectar con Puntilla 118
Paso 463: Desde Puntilla 118, conectar con Puntilla 187
Paso 464: Desde Puntilla 187, conectar con Puntilla 52
Paso 465: Desde Puntilla 52, conectar con Puntilla 188
Paso 466: Desde Puntilla 188, conectar con Puntilla 119
Paso 467: Desde Puntilla 119, conectar con Puntilla 186
Paso 468: Desde Puntilla 186, conectar con Puntilla 121
Paso 469: Desde Puntilla 121, conectar con Puntilla 182
Paso 470: Desde Puntilla 182, conectar con Puntilla 43
Paso 471: Desde Puntilla 43, conectar con Puntilla 110
Paso 472: Desde Puntilla 110, conectar con Puntilla 45
Paso 473: Desde Puntilla 45, conectar con Puntilla 112
Paso 474: Desde Puntilla 112, conectar con Puntilla 44
Paso 475: Desde Puntilla 44, conectar con Puntilla 109
